序号,纳入口径,企业代码,企业中文名,企业英文名,身份,合作伙伴等级,行业一级分类,展位号,展馆,展厅或区域,展馆代码,展厅或区域代码,官方目录 URL,快照日期
751,参展企业,d16a6eb5de7840e7911d6fe52dcb79a6,深圳市同泰怡信息技术有限公司,"Shenzhen Tongtaiyi Information Technology Co., Ltd.",展商,,制造业,Z2A-209,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
752,参展企业,294921c51b564878a7ed97b718e02b86,深圳市和讯华谷信息技术有限公司,"Shenzhen Hexun Huagu Information Technology Co., Ltd.",展商,,核心技术,H1-A203,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
753,参展企业,2eb74e596a104348b06e3d2f817f6681,深圳市四通科技控股有限公司,"Shenzhen Stone Technology Holdings Co., Ltd.",展商,,核心技术,Z2A-301,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
754,参展企业,c2ec4cc6af484f279384d22264b233cd,深圳市国盛动力科技有限公司,"Shenzhen Gostems Dynamics Technology Co.,Ltd",展商,,具身智能,H3-A210,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
755,参展企业,67ac4e6b2d174c04b19b6d96a46a1045,深圳市国鑫数智科技股份有限公司,"Shenzhen Gooxi Digital Intelligence Technology Co., Ltd.",展商,,制造业,Z2A-203,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
756,参展企业,7b60684cb3ea4b43a949a0530877fe81,深圳市广和通无线股份有限公司, Fibocom Wireless Inc.,展商,,"具身智能,智能终端",H3-C408,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
757,参展企业,533694630ffd46cb8ddb81e5471befb3,深圳市形意智能科技有限公司,"Shenzhen Xingyi Intelligent Technology Co., Ltd.",展商,,智能终端,X1B-709,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
758,参展企业,6041ab492c454e429ca0b43445920668,深圳市微光电子科技有限公司,"MICROLUMIN Technology Co.,Ltd.",展商,,智能终端,X1B-809,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
759,参展企业,00daeaf143bb410795f22daa68dc584a,深圳市德晟达电子科技有限公司,"Shenzhen Decenta Technology Co., LTD",展商,,核心技术,H1-D717,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
760,参展企业,f8fe519a340843eab7c56608cd5fa6a2,深圳市捷易科技有限公司,"Shenzhen Jieyi technology Co., LTD.",展商,,核心技术,Z1A-418,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
761,参展企业,735835c820ca479fb1ca40713274edd0,深圳市昂科技术有限公司,"Acroview Technology Co., Ltd.",展商,,制造业,Z1C-801,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
762,参展企业,b26ff05b93394486840986425f5d1375,深圳市明心数智科技有限公司,"Shenzhen Mingxin Digital Intelligence Technology Co., Ltd.",展商,,核心技术,H1-D810,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
763,参展企业,f8b166b7554349fca0c065833f0665b6,深圳市普渡科技股份有限公司,"SHENZHEN PUDU TECHNOLOGY CO., LTD.",展商,,具身智能,H3-E122,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
764,参展企业,f44ec06318ad4700b628fd8f7911bc5e,深圳市智微智能科技股份有限公司,"JWIPC Technology Co., Ltd. ",展商,,制造业,Z2B-307,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
765,参展企业,4115d0af71194047b18063974d1db611,深圳市盛维智链科技有限公司,"Shenzhen Shenvin Zlink Technology Co., Ltd",展商,,其他,Z2A-101,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
766,参展企业,87df5bab9b8a45dabed1a14130141809,深圳市睿研智能控制有限公司,"Shenzhen RUI Intelligent Control Co.,Ltd",展商,,具身智能,H3-D127,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
767,参展企业,adf8f19c89ac4f22aa2dd034a10ad279,深圳市科盟创新机器人科技有限公司,"Shenzhen Komo Innovation Robotics Technology Co.,Ltd.",展商,,具身智能,H3-E211,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
768,参展企业,faa4a055ab5a48b9b18c3219dcce4f66,深圳市联瑞电子有限公司,"Linkreal Co.,Ltd",展商,,工业互联与智能制造,Z2A-601,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
769,参展企业,4aebdf32f69343549dc348ec5b956a10,深圳市腾云智连科技有限公司,"Nanning Tengyun Intelligent Computing Technology Co., Ltd.",展商,,其他,H4-111,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
770,参展企业,0f269b3c5b15444c81367395e469d1ff,深圳市诺仕机器人有限公司,"Shenzhen Nous Robot Co.,LTD",展商,,具身智能,H3-A212,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
771,参展企业,6416e0d702a34e40babb4e493fe39d56,深圳市赛蓝科技有限公司,"Shenzhen Cylan Technology Co., Ltd",展商,,智能终端,X1B-905,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
772,参展企业,96a4f5a637b84b4f9945d02a8401c783,深圳市迪博技术有限公司,"Shenzhen DIB Technology Co., Ltd.",展商,,核心技术,H4-049,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
773,参展企业,7eed3d60db9a43268c538b00d6d32d0b,深圳市速腾聚创科技有限公司,"RoboSense / Suteng Innovation Technology Co., Ltd.",展商,,具身智能,H3-E208,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
774,参展企业,59d5cc84411447e19d1068e55469bf1d,深圳市鑫精诚传感技术有限公司,"Shenzhen XJCSENSOR Technology Co., Ltd",展商,,工业互联与智能制造,H3-E412,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
775,参展企业,01a0440a45a84f968e77b0d9540866d0,深圳市集和诚科技开发有限公司,"Shenzhen JHC Technology Development Co., Ltd ",展商,,工业互联与智能制造,H1-A538,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
776,参展企业,38e14094d6414cb3bbf6fe214b9df999,深圳市雷赛智能控制股份有限公司,"China Leadshine Technology Co., Ltd",展商,,制造业,H1-A534,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
777,参展企业,2235435c3f1c41dcaad5fb386365b3c6,深圳市领德创科技有限公司,"ShenZhen LingDeChuang Technology Co., Ltd.",展商,,制造业,Z1A-306,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
778,参展企业,378cacd4fecf4d0b9620277d189133f4,深圳市飞宇光纤股份有限公司,"Flyin Group Co.,Ltd",展商,,制造业,H4-055,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
779,参展企业,f13d5eca9dd348afa530d3b780d3400f,深圳市鼎算智能科技有限公司,"Shenzhen Dingsuan Intelligent Technology Co., Ltd.",展商,,批发和零售业,Z2A-403,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
780,参展企业,d0501ea4263747b294a1b65a490513db,深圳希施玛数据科技有限公司,"Shenzhen CSMAR Data Technology Co., Ltd",展商,,核心技术,H1-D1301,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
781,参展企业,efe515a33f7946adac73e881d00b8067,深圳开创力人工智能科技有限公司,"Shenzhen KCL Artificial Intelligence Technology Co., Ltd.",展商,,核心技术,H4-020,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
782,参展企业,e629eb39f4a44804beed5c45cbe81333,深圳悟时创新科技有限公司,"Shenzhen Woosh Innovation Technology Co., Ltd.",展商,,具身智能,H3-E327,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
783,参展企业,3d5633d1d20d4f408cf59b9e8d95a4dc,深圳拓普龙科技有限公司,"SHENZHEN TOPLOONG TECHNOLOGY CO.,LTD",展商,,制造业,Z2B-603,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
784,参展企业,f5848fbc6a8d4f31a4f59cfa5c62a929,深圳无芯科技有限公司,"MIND WITH HEART ROBOTICS CO., LTD.",展商,,具身智能,H3-A104,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
785,参展企业,04417361d5b941bc8a8f8b296e74f2a2,深圳星际光年科技有限公司,"Shenzhen Stellar Robot Technology Co., Limited",展商,,具身智能,H3-A223,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
786,参展企业,a2693a2b6f964bb9a83fc563bb7233e0,深圳森云智能科技有限公司,"SZ SENSING TECH CO., LTD.",展商,,"核心技术,具身智能",H3-A118,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
787,参展企业,9880370dbd2e454cb9c5e0f2fd928b80,深圳璇玑动力科技有限公司,"Shenzhen Astrall Dynamics Technology Co.,Ltd",展商,,工业互联与智能制造,H4-041,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
788,参展企业,3b2510279b4346b690fe588017d4d7cf,深圳百道数据服务有限公司,Shenzhen Baidaodata Technology Limited,展商,,工业互联与智能制造,H1-D919,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
789,参展企业,30998ed769624d1bb3a8417c9c7c3091,深圳知鸟教育科技有限公司,"Shenzhen Zhiniao Education Technology Co., Ltd",展商,,人才与教育,H4-048,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
790,参展企业,0ed7bb8f5c4e49b7a8fd0ebb442870fd,深圳福汇创新发展有限公司,"Shenzhen Fuhui Innovation Development Co.,Ltd",展商,,其他,H2-D524,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
791,参展企业,61c9300d951b470ab33a50ccdca4622a,深圳英康仕电子有限公司,"SHENZHEN INDUSTRIAL COMPUTER SYSTEM CO., LTD.",展商,,工业互联与智能制造,H1-A214,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
792,参展企业,7b45f7affefe43b79bdb6530afd87ce7,深圳诺因智能有限公司,"Shenzhen Knowin AI Co., Ltd.",展商,,具身智能,H3-C603,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
793,参展企业,07c10d2ef777450e8ba1d64298d9df55,深圳超维动力智能科技有限公司,Kinetix AI,展商,,"核心技术,具身智能",H3-C516,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
794,参展企业,85a77839287b47d4be80ec38ff8fc721,深圳逐际动力科技股份有限公司,"Limx Dynamics Technology Co.,Ltd.",展商,,具身智能,H3-C216,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
795,参展企业,876be0c631fb4b2f8a84ffec91bd9f26,深圳麦格米特电气股份有限公司,"Shenzhen Megmeet Electrical Co., Ltd",展商,,核心技术,Z2A-309,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
796,参展企业,dac3de72bc874119bda52926a54153d9,深思考人工智能机器人科技（北京）有限公司,"iDeepwise Artificial Intelligence Robot Technology Beijing Co,.Ltd.",展商,,智能终端,H4-086,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
797,参展企业,eaaa3beaf9dc4d6a8f534caee79cf292,清华大学,Tsinghua University,"展商,论坛主办方",,人才与教育,L029,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
798,参展企业,4cf22150309c4edfb0904ad911c49a88,渣打银行（中国）有限公司,"Standard Chartered Bank (China) Co., Ltd","展商,论坛主办方",,金融科技,H4-100,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
799,参展企业,7b112b095a204109b07b24ba47f5e18c,湖北人形机器人创新中心有限公司,HUBEI HUMANOID ROBOT INNOVATION CENTER,展商,,具身智能,H3-C208,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
800,参展企业,8752984b96e54f5bb80c1a7ed9efe5c7,湖北科峰智能传动股份有限公司,"Hubei Kofon Transmission Equipment Co., Ltd",展商,,制造业,H3-A123,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
801,参展企业,61c86ce5b76148a097596ee87907c328,湖南行界软件科技有限公司,"Hunan Xingjie Software Technology Co., Ltd. ",展商,,核心技术,H4-026,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
802,参展企业,00f3adeb489d40cba4b0d0c2d5ac7cbd,滴普科技股份有限公司,"Deepexi Technology Co., Ltd.",展商,,核心技术,H2-A116,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
803,参展企业,d947a916f6dc463eabe197ae107863b7,潍坊慧新电子有限公司,"Weifang Huixin Electronics Co., Ltd.",展商,,制造业,H3-E423,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
804,参展企业,1c444a738df346129cd01c6a3b78b1b8,澎峰（北京）科技有限公司,PerfXLab,展商,,核心技术,Z2B-610,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
805,参展企业,665c7772e9a94600a95b030b27681069,澳鹏数据科技（上海）有限公司,"Appen Data Technology (Shanghai) Co., Ltd",展商,,核心技术,H1-D812,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
806,参展企业,22fa75d8aec0466cbecb18d2068d8165,火枣科技（上海）有限公司,"Huozao Technology (Shanghai) Co., Ltd.",展商,,智能终端,H4-030,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
807,参展企业,1b0291d3ab0a402586fba49246e6fd23,火炬源科技服务（上海）中心（有限合伙）,Sino-Korea Torch Innovation Center,展商,,政府/机构,H1-A218,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
808,参展企业,76fdca1f8372468fb6dad5fd1936bfc3,灵伴科技（杭州）股份有限公司,Rokid,展商,,智能终端,X1A-701,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
809,参展企业,ad9c0d2be7ce4aa380701454e3f1112d,灵心巧手（北京）科技股份有限公司,"LINKERBOT BEIJING TECHNOLOGY CO., LTD",展商,,具身智能,H3-B122,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
810,参展企业,a7692224fcfa43c5ba9921aa9db7841b,爱芯元智半导体股份有限公司,"Axera Semiconductor Co., Ltd. ",展商,,核心技术,Z1B-407,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
811,参展企业,edcab2d4a42945eb9f7ed8af4e6d5e80,猿声先达科技（深圳）有限公司,"Ensuring Technology (Shenzhen) Co., Ltd.",展商,,具身智能,H3-A218,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
812,参展企业,fdf8454375604c08bb7ebe8698016b50,珠海市芯动力科技有限公司,XDL Technologies Inc.,展商,,核心技术,Z1B-405,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
813,参展企业,029d2ec4f30a4b599f7c244bf173e418,珠海星云智联科技有限公司,NebulaMatrix Technology Ltd.(Zhuhai),展商,,核心技术,Z1C-503,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
814,参展企业,3a1385e24046453bb2c25c2783fe2eb5,瑞欧威尔（上海）信息科技有限公司,"Moziware (Shanghai) Technology Co., Ltd. ",展商,,智能终端,H4-057,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
815,参展企业,2ae952a5a4e34f16ba18e9c2aeb33da3,瑞芯微电子股份有限公司,"Rockchip Electronics Co., Ltd.",展商,,核心技术,H2-A325,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
816,参展企业,a3680a497e4340d08dfb9cade7bbc0d6,百融云创科技股份有限公司,Bairong Inc.,展商,,核心技术,H1-D1003,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
817,参展企业,5a7b1ff206b34da8a92f2ba9317ee6a8,睿尔曼智能科技（北京）股份有限公司,"RealMan Intelligent Technology (Beijing) Co., Ltd.",展商,,具身智能,H3-E116,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
818,参展企业,d1ee6ae06a0a48e59fcde9436f61bdc0,睿感机器人,Raysense Robotics,展商,,具身智能,H4-042,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
819,参展企业,910e7169cd5b4a2cbbf57e717893da4f,知行机器人科技（苏州）有限公司,"Changingtek Robotics Technology (Suzhou) Co., Ltd.",展商,,具身智能,H3-A305,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
820,参展企业,367b4013f8be403baec26a93619915e9,研惠通（深圳）科技有限公司,"SHENZHEN ENHT TECHNOLOGY CO.,LTD",展商,,工业互联与智能制造,Z2B-509,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
